Age,Education Level,Years of Experience,Industry,Role,Hours Worked per Week,Job Satisfaction,Number of Projects Completed,Performance
27,1,10,3,8,22,3,2,0
22,2,29,5,8,54,1,14,0
32,3,6,1,9,47,5,0,0
42,2,21,1,6,64,2,6,0
37,4,11,4,4,24,3,15,0
27,1,14,1,3,62,2,9,0
55,3,9,3,2,56,5,4,0
58,2,15,2,7,47,1,6,0
45,3,42,1,1,20,2,6,0
63,1,30,2,8,34,1,4,0
23,2,38,2,5,64,4,0,0
28,2,14,3,9,63,2,6,0
36,1,10,5,2,47,3,1,0
33,4,12,4,3,60,3,1,0
49,4,33,2,6,34,5,15,0
19,2,39,5,3,25,3,18,0
56,2,3,5,2,33,4,16,0
43,2,32,3,3,26,1,11,0
38,1,6,5,4,35,5,12,0
55,2,41,1,7,40,2,18,0
32,1,24,2,6,57,3,5,0
30,4,44,3,1,38,5,11,0
24,2,26,4,4,38,3,4,0
20,1,2,3,2,62,1,3,0
32,2,41,4,5,54,4,0,0
37,2,16,4,7,45,3,1,0
20,2,17,3,1,46,5,8,1
44,3,41,4,2,33,5,17,0
32,1,21,1,6,59,5,5,0
20,3,8,3,6,37,2,6,0
45,2,41,1,1,20,5,3,0
64,1,37,5,6,23,4,18,0
18,3,6,2,7,30,2,4,0
37,4,28,1,9,54,1,9,0
28,2,39,3,6,25,2,2,0
42,2,41,5,3,63,5,17,1
21,2,5,3,7,23,3,11,0
36,3,18,3,2,39,2,0,0
45,4,33,5,1,56,4,4,0
27,1,44,5,9,25,4,14,0
38,4,5,2,1,24,5,5,0
53,2,34,2,6,36,1,0,0
33,4,21,2,5,60,4,9,1
50,1,35,1,9,24,5,1,0
62,4,21,5,3,61,3,6,0
63,2,3,3,1,45,4,13,0
30,1,8,1,1,49,4,8,0
46,4,42,1,2,64,1,1,0
21,2,8,1,8,21,3,12,0
59,3,6,1,8,46,1,10,0
44,2,0,5,4,27,4,18,0
25,3,4,4,9,33,2,12,0
58,2,39,2,1,28,5,2,0
63,4,5,3,7,55,5,3,0
25,1,37,1,7,54,3,8,0
42,2,41,3,2,59,2,9,0
43,4,23,2,8,62,4,3,0
18,2,14,3,2,59,2,8,0
60,4,1,3,4,59,3,13,0
50,1,45,3,7,25,2,1,0
36,2,1,2,9,37,1,2,0
37,1,24,1,4,47,5,0,0
35,3,22,5,3,64,2,7,0
43,2,9,5,7,45,2,12,0
56,1,12,1,9,55,5,1,0
26,1,16,3,7,39,1,14,0
44,3,3,3,9,31,2,7,0
23,3,43,2,1,59,3,10,0
37,2,0,3,9,20,5,4,0
55,1,9,4,6,37,5,17,0
18,2,41,5,7,28,1,8,0
55,4,15,2,9,50,3,5,0
33,2,34,4,4,55,4,18,1
21,4,34,2,8,43,1,19,0
20,3,27,1,5,32,1,5,0
39,1,35,4,9,35,5,15,0
26,4,33,2,7,30,2,13,0
25,4,31,3,5,60,2,2,0
24,4,13,2,4,39,4,16,0
29,4,5,2,3,37,5,19,0
18,3,19,3,3,45,1,19,0
29,4,31,4,4,55,2,11,0
33,4,16,5,9,24,3,4,0
31,1,15,3,2,48,4,0,0
47,2,44,4,8,43,4,12,1
60,1,23,4,7,62,5,12,0
36,3,45,4,9,37,4,15,0
36,3,27,3,3,27,5,7,0
30,1,34,3,7,46,3,9,0
61,1,42,5,9,62,5,18,0
27,4,41,3,7,55,2,19,0
64,1,46,1,6,33,4,8,0
46,1,11,5,4,57,2,5,0
45,2,9,3,4,54,3,12,0
30,2,8,4,5,57,1,1,0
62,2,45,4,6,36,5,7,0
32,2,40,5,4,37,3,1,0
34,3,43,1,4,38,2,11,0
40,1,19,2,3,35,2,15,0
60,4,43,3,3,40,1,11,0
27,1,28,2,9,31,2,11,0
53,2,27,2,1,47,5,15,1
31,3,37,2,3,59,1,16,0
49,3,0,3,1,47,1,11,0
51,3,33,1,2,26,4,4,0
48,1,3,2,9,44,5,17,0
56,1,24,4,7,45,3,0,0
49,2,10,2,1,42,1,6,0
33,3,34,3,6,20,1,19,0
43,3,35,3,7,57,3,16,0
34,2,2,5,6,51,5,19,0
39,1,41,4,1,36,4,8,0
53,1,36,3,6,34,1,4,0
52,2,17,2,3,49,5,13,1
40,3,10,2,1,62,5,6,1
42,4,11,3,2,28,5,15,0
22,4,41,3,3,25,2,15,0
23,4,24,4,9,20,4,4,0
43,2,30,5,6,61,5,4,0
55,3,6,3,9,51,4,15,1
23,3,24,5,3,36,2,8,0
36,4,2,1,3,21,3,3,0
60,2,33,2,8,38,2,17,0
36,2,39,5,5,42,4,5,1
63,3,11,1,1,57,1,18,0
64,3,24,4,7,53,4,9,1
48,4,40,4,9,42,4,17,1
54,4,13,1,7,50,3,16,0
40,2,19,5,1,26,5,1,0
29,3,26,1,1,50,5,1,0
30,3,37,4,3,20,4,19,0
39,3,3,2,8,28,1,15,0
20,2,35,5,9,55,5,15,1
29,3,42,3,9,53,5,13,1
54,3,33,1,7,47,1,11,0
48,1,43,2,9,27,1,0,0
30,4,32,2,5,63,3,9,0
40,2,34,4,9,64,4,4,0
30,2,28,2,9,56,2,15,0
23,3,22,2,6,49,5,6,1
20,1,21,2,9,28,4,3,0
24,2,43,5,5,36,2,11,0
27,3,6,1,6,28,1,10,0
48,4,13,5,5,29,5,1,0
21,3,37,1,3,56,2,4,0
61,4,4,2,5,44,5,3,0
23,3,33,3,3,62,3,15,0
35,1,8,4,8,24,1,9,0
24,1,2,4,8,30,3,4,0
51,1,21,5,9,56,3,2,0
40,2,1,3,5,33,4,18,0
25,2,23,1,3,35,3,4,0
41,2,11,2,8,32,4,5,0
45,1,4,4,1,27,3,14,0
62,2,46,5,8,28,4,0,0
20,1,1,3,9,49,5,11,0
30,1,21,4,6,51,4,19,0
56,3,19,2,3,47,2,19,0
50,3,31,3,2,56,1,14,0
33,3,9,3,9,48,5,12,1
28,3,0,3,3,55,4,18,0
46,4,32,1,1,50,3,16,0
42,1,30,1,1,26,2,7,0
34,3,29,3,7,61,3,9,0
54,3,9,4,2,57,5,8,1
23,1,25,5,1,48,2,0,0
63,2,42,5,2,32,5,18,0
31,2,17,2,2,31,1,14,0
36,4,40,3,4,52,4,5,1
54,4,40,1,3,42,2,7,0
60,2,34,5,3,44,2,15,0
29,2,11,1,8,31,1,6,0
36,2,8,4,2,49,1,3,0
38,2,34,5,3,29,5,9,0
46,4,21,4,3,23,1,2,0
45,1,28,1,6,25,4,0,0
34,3,3,1,1,52,4,10,0
19,3,1,5,6,42,4,10,0
23,2,5,1,1,30,2,11,0
42,4,41,3,4,27,4,9,0
36,3,6,1,1,21,2,6,0
23,4,33,3,9,55,1,8,0
18,4,24,5,4,44,2,10,0
63,2,2,2,4,61,5,0,0
51,3,9,5,3,59,1,4,0
38,1,28,1,4,30,2,10,0
38,4,26,4,3,48,1,16,0
61,2,40,3,7,34,3,19,0
44,1,21,4,2,26,4,8,0
40,3,29,1,3,21,5,4,0
53,1,0,3,5,53,1,12,0
53,1,35,5,4,56,1,17,0
49,4,27,2,9,53,4,0,0
56,2,35,1,8,52,3,1,0
62,2,10,2,3,55,2,14,0
34,1,16,2,6,45,3,2,0
31,3,43,3,7,61,4,7,1
39,3,35,1,4,64,4,13,1
34,3,10,1,6,40,2,5,0
46,2,0,5,8,60,2,7,0
55,2,15,2,8,20,1,10,0
43,2,13,5,2,41,1,17,0
48,2,46,4,1,63,1,1,0
51,2,37,3,7,50,1,11,0
44,3,16,4,6,49,1,15,0
34,1,27,1,8,29,1,17,0
40,4,16,4,3,28,2,8,0
51,2,15,2,7,28,5,7,0
35,4,40,3,5,39,1,2,0
38,4,20,5,8,25,5,19,0
37,4,15,4,2,48,2,2,0
49,4,32,2,3,26,3,10,0
29,3,13,2,7,44,5,8,1
21,3,40,1,3,39,2,11,0
26,4,23,2,1,47,5,0,0
28,3,16,3,6,27,5,15,0
47,4,30,3,8,27,1,6,0
62,2,42,1,6,47,2,4,0
43,3,41,4,8,61,1,1,0
49,3,6,3,5,22,5,19,0
45,3,35,4,2,29,3,15,0
57,2,27,2,1,61,5,18,1
54,4,16,1,2,23,4,6,0
59,1,13,1,8,28,1,19,0
64,1,12,3,7,47,3,10,0
58,1,23,2,9,37,3,6,0
33,3,22,5,8,21,5,12,0
25,2,34,5,2,31,5,19,0
20,2,26,4,6,43,4,11,1
20,3,8,2,8,62,4,7,1
27,2,1,3,4,24,2,10,0
29,2,12,3,4,55,5,4,0
32,1,19,1,1,42,1,10,0
64,3,0,2,6,23,4,17,0
44,3,6,3,9,54,2,16,0
63,1,9,4,8,51,1,3,0
28,1,7,3,9,56,3,2,0
23,2,35,5,5,58,1,5,0
29,2,32,5,3,37,2,14,0
35,1,13,2,7,49,2,0,0
42,1,15,3,1,22,5,13,0
51,3,44,1,4,45,3,5,0
43,3,23,2,4,50,1,5,0
41,4,30,2,7,46,3,9,0
33,1,6,2,4,36,3,13,0
53,1,14,5,5,42,1,2,0
53,2,42,3,6,28,5,5,0
38,4,0,3,8,61,5,17,0
47,4,3,5,4,27,1,5,0
37,3,8,1,6,36,1,0,0
59,1,45,1,2,52,1,17,0
36,1,1,3,5,52,3,8,0
28,4,29,2,3,64,1,7,0
31,3,10,3,6,56,4,8,1
53,1,1,1,8,49,4,5,0
33,3,21,1,9,61,5,9,1
20,2,21,3,5,26,2,16,0
39,3,10,3,6,35,3,2,0
60,2,2,4,5,48,3,6,0
22,2,7,3,1,50,3,17,0
19,4,12,5,1,43,5,19,1
29,2,27,5,5,33,4,6,0
62,4,43,4,6,25,3,0,0
19,2,28,4,5,57,5,3,0
54,4,18,3,3,31,2,16,0
36,4,20,2,7,45,4,0,0
41,3,38,2,8,49,4,19,1
22,3,46,5,4,40,4,1,0
43,4,37,4,3,57,1,17,0
45,2,43,1,8,49,4,9,1
52,1,35,4,7,31,4,17,0
36,2,40,3,6,59,3,9,0
48,4,38,1,4,23,5,9,0
36,2,24,3,8,46,5,3,0
60,2,14,3,7,64,4,11,1
61,4,2,4,8,56,5,1,0
36,4,27,4,9,35,2,16,0
37,1,10,3,2,28,4,15,0
59,1,11,1,9,44,5,19,0
34,2,31,4,2,39,1,7,0
29,4,3,5,9,49,2,11,0
52,3,11,3,6,32,3,3,0
43,1,5,2,3,53,2,6,0
25,1,24,3,2,20,2,13,0
57,2,31,1,5,54,2,18,0
42,4,25,1,4,59,1,18,0
42,3,43,4,4,54,3,7,0
62,4,22,4,4,52,5,11,1
39,3,31,2,4,29,3,9,0
30,4,44,5,1,56,5,9,1
59,3,37,3,9,27,5,13,0
32,1,1,5,1,33,2,5,0
40,1,45,2,2,62,5,16,0
45,2,45,4,5,50,2,17,0
30,2,5,3,3,59,1,6,0
49,1,30,3,5,52,2,12,0
28,3,24,5,2,42,5,3,0
61,4,38,4,3,64,4,10,1
31,3,36,1,4,44,5,11,1
52,1,15,5,3,29,4,19,0
64,1,26,4,5,24,1,5,0
60,2,16,5,3,24,5,11,0
52,3,5,4,2,54,2,2,0
57,3,32,2,6,34,5,13,0
40,4,21,5,2,43,3,16,0
57,4,6,4,4,63,2,10,0
30,3,37,2,7,51,3,6,0
23,2,38,1,9,28,1,6,0
46,1,26,3,3,64,5,16,0
59,4,22,5,3,34,2,19,0
32,2,41,5,6,20,4,5,0
22,1,18,4,9,58,4,1,0
50,1,10,2,3,32,2,5,0
57,2,18,3,9,53,3,13,0
19,1,8,2,7,54,3,5,0
50,1,38,5,9,36,3,4,0
42,2,23,5,4,33,4,9,0
44,4,19,2,3,50,3,12,0
42,1,17,1,3,45,3,1,0
22,1,39,5,2,51,1,12,0
60,2,7,2,6,60,3,14,0
57,1,10,3,2,51,4,6,0
21,4,7,5,7,41,3,11,0
31,4,35,4,8,39,2,2,0
34,3,12,1,3,37,5,2,0
58,2,0,3,2,47,4,16,0
44,4,45,2,8,36,3,16,0
53,2,39,4,6,21,3,12,0
51,2,31,3,2,31,5,1,0
27,4,26,3,2,36,5,15,0
39,2,8,4,2,31,3,9,0
58,1,6,4,8,27,5,16,0
39,3,45,3,5,41,3,13,0
45,3,5,3,3,42,5,11,1
37,2,44,3,7,36,4,4,0
19,2,16,5,6,58,3,18,0
40,4,40,2,9,36,3,15,0
51,4,44,2,7,30,4,16,0
33,2,12,4,6,32,1,6,0
45,2,25,3,5,27,3,17,0
31,4,8,3,3,44,5,7,1
18,1,29,1,8,62,3,8,0
58,2,31,3,7,22,2,19,0
32,3,45,5,8,33,3,13,0
32,2,19,5,6,26,1,9,0
42,2,14,1,5,53,2,15,0
60,3,34,3,9,58,2,6,0
22,4,15,1,9,40,1,4,0
25,3,45,1,5,34,3,2,0
39,1,33,5,4,31,1,5,0
56,3,40,4,9,21,4,6,0
55,4,38,1,4,60,4,9,1
56,4,42,3,3,54,2,14,0
63,2,45,5,1,25,4,7,0
60,4,8,4,4,28,2,13,0
31,3,24,3,5,56,1,1,0
36,2,0,4,8,24,2,19,0
43,1,18,2,3,22,2,13,0
55,1,12,4,5,62,3,0,0
50,3,10,2,3,27,5,15,0
63,1,46,1,6,54,3,7,0
29,4,3,2,5,27,2,10,0
46,2,14,5,4,61,4,17,1
29,1,39,4,4,58,2,9,0
46,1,11,3,5,40,5,11,0
58,1,22,2,4,31,4,8,0
58,1,4,4,6,34,4,8,0
63,2,34,3,9,61,1,4,0
37,2,22,4,8,30,2,16,0
51,2,14,1,4,24,1,1,0
63,2,4,1,6,23,5,10,0
47,1,5,4,2,60,5,1,0
46,1,13,5,4,27,1,17,0
56,1,11,1,5,54,3,2,0
64,3,16,2,8,26,5,0,0
57,1,46,2,7,41,4,15,0
19,3,41,1,1,28,4,9,0
43,4,6,3,6,21,1,14,0
18,1,20,1,3,51,3,1,0
45,3,44,4,7,32,4,8,0
25,1,31,3,3,21,4,1,0
48,3,8,3,1,56,4,15,1
56,4,6,1,6,39,5,8,0
36,4,9,2,2,40,1,12,0
30,1,17,4,1,25,4,10,0
33,4,27,4,2,39,5,12,0
40,2,2,5,7,58,5,10,0
28,4,19,1,3,32,3,17,0
41,4,43,5,8,39,3,0,0
27,4,14,2,9,23,4,3,0
22,1,28,3,8,25,3,10,0
29,2,13,1,8,37,5,14,0
53,1,30,2,3,63,3,13,0
43,2,35,3,8,62,3,5,0
45,3,27,4,9,22,1,3,0
33,4,27,5,7,27,1,18,0
19,3,3,2,8,60,5,10,0
43,2,46,1,5,28,2,8,0
21,2,46,4,9,63,3,19,0
46,3,10,2,7,45,2,2,0
33,2,14,5,6,63,5,6,1
39,3,14,2,7,43,4,6,1
60,3,13,5,7,39,3,16,0
23,2,1,2,1,60,4,14,0
45,2,0,3,5,30,1,8,0
28,4,21,2,6,34,5,10,0
59,2,1,5,3,34,3,2,0
64,3,0,2,3,41,3,17,0
38,1,10,3,8,23,4,7,0
43,3,28,5,8,64,1,5,0
56,1,0,2,9,42,5,18,0
64,3,40,3,6,27,2,6,0
39,4,13,4,2,55,3,8,0
47,2,34,4,8,36,1,9,0
47,3,2,3,3,23,5,6,0
50,4,30,2,1,32,1,16,0
57,2,37,1,7,20,1,12,0
47,1,29,1,9,58,5,7,0
54,2,34,3,6,55,2,15,0
47,2,24,5,2,51,5,3,0
43,2,6,1,2,45,5,6,1
23,3,35,5,4,40,1,3,0
21,2,40,2,9,32,2,16,0
32,3,35,5,7,31,3,17,0
53,4,33,5,6,44,2,14,0
20,1,4,4,8,33,1,13,0
33,3,42,2,8,41,4,14,1
33,1,15,5,3,52,4,14,0
57,2,9,2,8,59,2,12,0
44,4,40,5,4,64,1,7,0
23,2,6,3,6,42,4,2,0
38,1,21,2,9,53,4,7,0
30,4,12,3,3,45,3,0,0
26,3,44,1,1,55,1,16,0
58,2,5,1,1,30,1,12,0
60,4,23,5,1,44,3,14,0
25,3,1,4,9,34,5,4,0
45,3,10,3,8,26,5,4,0
62,3,3,2,5,38,5,8,0
36,4,34,5,4,32,1,5,0
46,4,40,5,6,20,3,0,0
48,1,5,1,3,40,1,10,0
50,1,42,5,1,49,1,4,0
23,3,30,2,5,55,1,7,0
61,1,25,2,8,47,1,0,0
21,3,10,4,3,31,5,11,0
33,3,30,2,8,37,2,0,0
20,4,17,1,1,62,2,12,0
42,2,44,5,3,37,3,7,0
34,4,39,4,2,29,2,10,0
39,1,21,3,7,54,1,6,0
35,1,16,3,4,58,1,15,0
49,3,45,5,1,44,1,13,0
35,3,2,4,1,60,2,3,0
43,1,43,3,7,38,4,10,0
42,2,25,2,5,28,1,0,0
45,1,27,1,5,33,5,17,0
57,3,10,5,5,48,1,11,0
40,4,44,2,7,28,4,5,0
25,2,6,2,3,51,2,6,0
30,4,11,2,3,60,4,12,1
61,4,13,3,8,50,3,13,0
64,4,16,1,8,58,5,17,1
27,1,19,2,6,53,1,5,0
58,4,0,5,1,45,1,14,0
20,4,27,2,8,29,3,13,0
27,3,44,4,5,21,1,3,0
32,4,16,1,5,36,1,13,0
41,4,46,3,9,52,4,7,1
27,3,38,4,3,50,2,17,0
38,2,11,5,4,45,1,18,0
63,2,20,3,6,47,3,5,0
55,3,6,2,8,37,3,19,0
56,1,23,1,2,64,5,14,0
59,1,39,4,6,33,3,16,0
45,2,2,3,9,28,4,11,0
58,2,46,1,5,40,2,12,0
19,4,13,2,2,55,3,13,0
58,4,8,3,3,60,4,5,1
21,1,44,1,3,33,2,2,0
60,1,19,3,2,28,5,11,0
20,4,42,5,6,61,5,2,0
49,3,37,3,5,55,1,17,0
64,4,40,1,1,63,5,2,0
51,3,3,5,5,56,5,12,0
33,1,20,4,4,56,3,10,0
21,4,6,4,3,33,2,19,0
35,3,11,3,4,32,2,13,0
45,3,11,3,3,41,1,9,0
59,1,14,1,3,48,2,18,0
23,4,14,2,7,42,5,13,1
60,4,21,3,7,43,1,11,0
59,1,1,1,5,34,5,14,0
18,3,22,4,5,38,5,2,0
33,3,30,1,8,45,3,0,0
54,2,32,4,9,31,2,11,0
26,3,0,2,9,37,1,10,0
34,1,2,2,7,55,2,6,0
53,3,45,3,8,41,1,7,0
51,4,45,5,5,54,2,4,0
48,2,46,5,6,22,3,15,0
51,2,14,1,8,60,4,11,1
54,1,17,2,9,62,3,5,0
51,4,33,3,8,56,2,15,0
62,2,7,3,6,24,4,3,0
54,1,36,3,1,37,3,4,0
18,1,29,2,5,46,3,19,0
32,4,46,2,9,23,1,13,0
48,3,33,2,3,38,1,7,0
31,4,1,1,5,20,4,11,0
61,2,44,4,3,56,1,12,0
51,2,39,1,8,44,4,14,1
18,3,35,5,1,46,1,17,0
52,1,6,1,1,49,3,11,0
28,3,35,1,1,46,1,13,0
34,2,33,5,1,39,1,3,0
22,2,9,5,4,41,3,14,0
34,2,15,1,2,45,3,16,0
35,3,32,2,9,24,1,16,0
42,3,41,2,3,45,4,3,0
52,4,28,3,8,34,3,12,0
64,1,33,3,6,31,4,7,0
33,3,31,4,3,62,2,7,0
64,2,12,4,6,44,3,17,0
40,4,33,3,8,56,2,15,0
57,1,6,1,4,58,1,13,0
38,4,25,1,9,33,4,15,0
46,1,27,1,9,30,2,13,0
63,3,37,4,3,52,1,9,0
53,3,33,4,3,53,5,15,1
27,1,9,5,4,27,3,1,0
37,1,8,1,9,25,2,17,0
24,2,40,3,3,24,1,0,0
47,1,14,5,6,33,3,10,0
46,1,8,4,2,60,2,5,0
18,3,6,5,5,50,1,8,0
38,1,34,5,7,51,4,1,0
24,2,41,3,6,56,5,4,0
61,3,26,1,4,47,2,5,0
21,3,20,4,1,59,5,2,0
56,3,17,3,7,34,1,11,0
32,3,40,5,8,62,2,19,0
51,3,41,3,1,64,4,17,1
19,2,26,5,8,23,5,14,0
54,3,8,2,1,41,1,12,0
20,3,4,4,3,56,3,17,0
21,2,44,3,7,39,1,16,0
64,4,30,1,9,46,4,11,1
60,1,37,5,4,49,3,18,0
53,2,32,1,8,60,3,14,0
44,2,12,3,5,48,2,9,0
21,2,16,3,6,51,3,8,0
53,4,8,1,8,51,5,0,0
36,4,40,5,2,49,2,6,0
51,2,28,1,3,50,5,13,1
33,2,33,1,9,47,5,17,1
62,3,40,5,4,36,2,12,0
57,4,35,2,1,48,4,5,1
39,3,40,4,2,45,5,15,1
49,4,24,3,8,61,1,5,0
19,4,40,1,1,28,3,3,0
34,4,25,3,3,48,4,4,0
40,3,1,2,3,43,5,0,0
61,1,5,1,9,55,1,9,0
63,2,42,5,1,34,3,18,0
29,4,34,5,3,37,2,18,0
30,1,16,5,1,37,4,19,0
27,3,40,1,1,32,2,19,0
21,3,34,3,4,46,3,1,0
24,4,31,2,6,49,1,18,0
19,2,39,3,4,40,5,13,0
32,3,5,4,7,61,1,5,0
53,2,11,5,3,43,4,18,1
26,4,24,2,1,32,5,14,0
41,2,38,3,5,47,1,16,0
23,2,31,5,1,38,3,0,0
24,3,12,5,7,38,5,8,0
33,2,25,3,9,32,2,7,0
34,1,1,4,8,45,2,8,0
47,2,40,1,8,32,2,16,0
25,2,4,4,4,21,2,16,0
20,4,24,4,1,47,4,11,1
42,2,46,2,8,55,4,0,0
46,3,13,4,7,45,3,12,0
38,4,6,5,5,20,5,17,0
23,1,39,1,8,26,1,16,0
40,1,44,5,6,29,1,11,0
28,2,19,2,5,49,2,9,0
23,2,12,1,2,56,1,10,0
44,2,31,5,2,29,3,9,0
44,1,13,1,1,63,3,13,0
30,1,25,1,8,36,2,7,0
26,3,4,1,2,25,5,6,0
25,4,45,4,6,36,4,19,0
62,3,36,1,2,38,1,6,0
44,4,4,3,2,29,2,6,0
49,1,12,2,5,26,5,14,0
46,1,26,2,6,20,2,1,0
63,2,18,2,6,62,4,18,1
50,1,9,5,7,52,5,11,0
22,2,35,3,9,33,1,5,0
55,2,11,1,6,52,2,18,0
26,1,15,5,9,54,5,3,0
30,3,3,3,9,49,3,6,0
50,3,36,4,1,55,2,5,0
47,2,26,2,8,54,2,0,0
42,4,4,3,5,33,2,3,0
23,4,11,3,1,25,4,3,0
56,4,7,2,2,59,4,13,1
27,1,34,5,1,31,3,6,0
53,3,42,1,8,62,5,9,1
36,2,8,1,2,34,2,12,0
28,2,23,5,1,31,4,15,0
34,1,31,4,2,50,2,4,0
19,4,44,3,7,63,2,17,0
24,4,24,5,6,28,1,6,0
58,1,6,2,1,35,2,19,0
48,1,4,2,8,46,1,4,0
48,2,44,2,5,61,5,4,0
63,3,35,2,2,20,5,0,0
34,3,22,5,5,22,2,7,0
32,3,45,4,7,36,5,6,0
24,4,27,1,2,60,3,1,0
47,2,42,5,1,63,5,11,1
56,2,22,3,3,55,3,4,0
31,1,4,2,9,42,3,10,0
48,1,45,2,9,21,4,14,0
26,2,41,4,4,46,2,9,0
26,2,22,4,4,41,2,15,0
19,1,44,1,7,29,1,3,0
61,3,9,3,4,25,4,15,0
39,4,7,1,4,23,4,7,0
33,3,14,2,1,51,5,19,1
19,3,23,4,7,51,2,18,0
32,4,46,1,9,34,3,8,0
23,1,1,4,8,22,1,3,0
40,4,37,1,6,39,4,4,0
45,3,37,3,5,42,2,13,0
60,2,33,4,2,32,1,3,0
34,2,4,1,8,37,3,16,0
53,1,32,5,6,57,4,15,0
36,4,21,1,6,56,1,18,0
22,3,27,2,1,42,3,18,0
40,2,26,2,6,30,4,15,0
61,1,38,4,6,47,3,7,0
36,3,2,3,1,64,3,0,0
18,2,14,5,6,62,4,12,1
44,3,39,2,6,49,3,12,0
60,1,29,2,7,32,1,7,0
42,2,37,1,4,39,5,7,0
23,1,46,1,7,37,1,12,0
53,2,29,3,6,54,2,13,0
34,2,21,3,6,50,1,16,0
29,2,15,2,2,59,1,2,0
42,3,46,2,8,31,5,17,0
27,1,44,1,2,63,1,13,0
63,1,30,4,6,37,5,0,0
56,3,4,2,6,23,2,1,0
41,1,46,1,2,26,1,17,0
28,3,36,2,6,52,5,16,1
41,2,24,3,8,26,4,1,0
20,3,6,4,5,38,2,14,0
57,4,20,5,8,34,1,9,0
37,3,9,4,2,21,3,12,0
40,3,25,4,8,57,4,14,1
22,4,39,5,6,34,3,10,0
53,2,4,2,1,49,1,3,0
30,2,45,3,8,43,3,4,0
53,3,4,5,7,54,4,12,0
23,2,31,3,4,40,4,6,0
19,4,3,5,6,23,4,7,0
46,2,12,2,8,28,3,16,0
22,2,36,2,5,51,3,8,0
32,2,34,2,5,34,5,7,0
25,3,36,2,4,44,3,5,0
51,2,35,3,4,63,5,18,1
54,4,38,5,4,43,2,9,0
43,1,12,3,6,24,2,14,0
26,1,18,3,8,64,3,14,0
25,3,9,4,6,29,3,1,0
31,2,12,5,1,24,4,17,0
42,2,46,1,2,37,3,11,0
51,1,16,3,2,37,5,16,0
20,4,2,5,7,41,2,5,0
49,2,18,1,5,56,1,16,0
53,3,32,5,8,25,4,3,0
64,4,19,4,6,58,4,18,1
22,1,37,2,6,40,1,2,0
32,3,19,4,4,57,3,18,0
45,1,26,2,4,35,4,12,0
35,3,22,2,1,30,2,8,0
62,3,32,1,8,38,2,4,0
28,2,5,1,5,56,5,14,1
27,2,8,2,1,54,2,17,0
21,2,33,3,8,35,1,15,0
37,2,25,4,4,33,1,14,0
22,2,26,4,4,39,3,2,0
18,1,34,2,8,28,3,12,0
30,3,45,2,8,41,5,2,0
63,3,45,1,7,51,3,10,0
39,2,45,4,4,54,5,19,1
30,4,14,2,9,20,1,8,0
32,3,34,4,5,64,5,1,0
26,3,7,5,6,23,1,4,0
20,2,0,4,4,24,3,4,0
19,3,41,1,4,41,1,8,0
29,4,27,5,6,58,4,3,0
41,3,7,1,4,54,2,10,0
35,3,44,3,3,52,1,2,0
53,3,31,1,6,34,4,6,0
42,3,5,4,3,64,3,1,0
32,2,44,3,3,22,4,15,0
18,4,42,2,3,55,2,16,0
25,2,17,2,5,60,5,1,0
54,3,27,2,7,51,2,0,0
24,2,14,3,9,23,4,6,0
52,4,31,2,8,34,4,16,0
55,2,33,5,3,31,5,6,0
62,4,16,2,7,24,5,11,0
33,2,17,4,2,44,1,14,0
34,2,40,5,1,45,1,17,0
55,4,42,2,1,51,2,5,0
47,4,23,4,4,46,5,6,1
54,2,45,1,4,45,5,13,1
35,3,26,5,8,49,3,4,0
53,4,26,5,4,32,1,5,0
29,4,0,1,3,38,1,8,0
45,4,9,5,3,43,5,14,1
28,4,44,3,1,24,5,3,0
60,2,27,2,4,60,4,11,1
23,2,12,1,9,22,4,6,0
43,1,43,3,7,56,3,7,0
33,2,43,1,4,38,5,4,0
55,3,37,1,8,48,4,10,1
26,2,1,5,7,22,2,0,0
35,1,8,1,6,34,4,18,0
50,4,36,5,2,60,4,13,1
36,3,11,4,6,55,5,9,1
26,2,19,2,7,26,1,12,0
63,1,37,2,6,42,1,19,0
61,1,10,4,5,34,3,3,0
59,2,24,4,6,20,3,4,0
26,2,1,3,5,54,1,9,0
61,2,11,4,2,28,4,6,0
22,1,9,4,6,42,1,10,0
40,4,10,5,4,43,5,2,0
59,4,18,1,6,64,4,5,1
51,3,38,1,1,37,2,13,0
55,2,24,4,8,33,2,17,0
39,2,33,3,2,49,4,8,1
22,4,21,3,2,26,3,13,0
18,2,34,5,6,38,3,12,0
43,3,35,5,2,45,3,8,0
35,4,46,4,6,59,2,11,0
43,2,29,2,6,33,5,14,0
32,1,6,4,5,27,3,1,0
19,1,46,1,4,49,5,8,0
32,3,41,4,3,33,1,11,0
28,4,17,4,4,44,1,19,0
62,3,35,4,7,61,3,9,0
37,2,1,3,2,22,5,17,0
64,4,15,1,1,54,4,1,0
59,2,13,5,7,56,3,0,0
34,2,20,1,1,42,4,7,1
22,1,24,1,1,63,5,5,0
50,1,2,4,9,40,1,16,0
61,3,43,1,4,59,4,0,0
42,1,23,3,2,49,3,2,0
24,2,22,4,7,46,3,10,0
51,3,39,1,3,45,2,14,0
32,3,21,2,8,51,4,19,1
30,2,2,1,6,56,2,8,0
49,2,45,2,6,23,4,16,0
56,4,42,4,8,49,2,9,0
